title,artist,rank,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,lyrics,id
Santa Maria,RIDSA,160,0.664,0.656,7,-7.089,1,0.0399,0.408,0.0,0.246,0.562,169.978,189520,4,"[Letra de ""Vorágine""] [Verso 1] Adicciones violentas noches de fiesta Un gran futuro un gran error Calientes pasiones litros de alcohol Llegó el frío no tengo ron Mi voz por las noches es mi perdición Y pasan los meses y aún no he dicho “adiós” Me enamoré de ti la pasada cuaresma Y solo por eso me entrego a Dios [Estribillo] Se me hace eterno Qué lento es el olvido Es mi consuelo Memorias de una traición Incalculable densidad Es gravedad que te ancla al suelo Y ya no sé qué más hacer Estoy atrapado en mi habitación [Verso 2] Pido perdón me falta la razón Soy mayor ya no creo en el amor Se ha roto mi caparazón Tengo un hueco no tengo corazón Las vacaciones en El Puerto de Santa María Playas nudistas buenas vistas Amanecimos entre risas dulces caricias y brisas No olvidaré aquellos días [Estribillo] Se me hace eterno Qué lento es el olvido Es mi consuelo Memorias de una traición Incalculable densidad Es gravedad que te ancla al suelo Y ya no sé qué más hacer Estoy atrapado en mi habitación",3wfQEIvOfeVkXgGZogK3gL
Papi Chulo,Landy,161,0.786,0.676,1,-5.182,1,0.172,0.232,0.0,0.106,0.78,137.996,170247,4,"[Paroles de ""Papi Chulo""] [Intro] Oh-oh Yeah Rajoute deux fois zéro après le deux Bellek track By-bye Wouh [Couplet 1] J'abandonne jamais (Nan) j'ai passé la seven (Rah) À plus d'deux-cent j'peux perdre ma vie comme Lewis Evans (Wouh) Les caves sont remplies d'métaux j'espère que toi t'es sûr de oi-t J'entends l'donneur de go j'ai déjà rentré l'adresse sur Waze (Déjà fait) Nique sa re-mè frère j'peux pas finir prolétaire (Nan nan) Ce qu'a fait la timal envoie ton bleu ce soir j'suis connecté (Ouh) Nique sa re-mè frère j'peux pas finir prolétaire (Rah rah rah) Y a deux-trois latinas j'me demande ce soir laquelle j'vais me faire [Pré-refrain] Ils veulent passer l'balai dans ma vie alors qu'la leur est sale (La leur est sale) J'ai baigné dans le binks attiré par la monnaie sale (La monnaie sale) Ils veulent passer l'balai dans ma vie alors qu'la leur est sale (La leur est sale) J'ai baigné dans le binks attiré par la monnaie sale (La monnaie sale)",2iK27NPrdF4tfTBoGeCB2Y
Elle pleut,Nekfeu,162,0.62,0.375,8,-11.064,1,0.455,0.724,2.86e-06,0.125,0.226,92.641,286520,4,"[Paroles de ""Elle pleut"" ft. Nemir] [Couplet 1 : Nekfeu] Absorbé par un docu' sur l'univers  l'insomnie est son fléau Les yeux sur un écran jusqu'à voir fluo J'regarde par la fenêtre la Lune est verte   plongé au confluent Des époques j'ai jamais voulu m'y faire elle pleut Tu m'fais défier les lois du sommeil Me retourner la nuit au point d'enlever les lattes du sommier Le bruit des feuilles mortes qui rayent le trottoir Mon reflet dans cette flaque mais j'peux plus m'voir ça m'rappelle trop toi Quand on s'croisait chaque matin dans les transports Le premier sourire avant que tout se mette à dériver La première blague complice la première fois qu'on s'est griffé Quand je te regardais dormir et que j'écrivais [Pont 1 : Nekfeu] D’où sors-tu ? Ta douceur tue D’où sors-tu ? Ta douceur tue D’où sors-tu ? Ta douceur tue D’où sors-tu ? Ta douceur tue [Couplet 2 : Nekfeu] J'écrivais d'où sors-tu ? Ta douceur tue Il était douze heures dix j'étais d'sortie Pis t'as mis tout sens d'ssus-dessous sans m'dire Que t'avais toute sorte d'idées de doutes sordides J't'ai pas croisée dans le bus ce soir Pour t'oublier je m'infligeais toujours plus de taff On s'est rayés de nos vies tellement brusquement J'ai l'impression que ta famille me manque plus que toi [Pont 2 : Nekfeu] Tu ne penses qu'aux autres Tu ne penses pas à moi... Elle a brisé son cœur sur moi Tu ne penses qu'aux autres Tu ne penses pas à moi... Elle a brisé son cœur sur moi [Refrain : Nemir] Elle a brisé son cœur sur moi Brisé son cœur sur moi Y avait écrit blanc sur noir ""C'est fini entre toi et moi"" Elle a brisé son cœur sur moi Brisé son cœur sur moi C'est fini entre toi et moi Je m'en vais je n'reviendrai pas Hier encore j'avais Les yeux posés sur ton visage Les yeux posés sur ton visage... Hier encore j'avais Les yeux posés sur ton visage Les yeux posés sur ton visage...",4kqsT3yDyJr1KZ2AkM9qfD
Trompeta,Willy William,163,0.64,0.863,7,-3.864,0,0.0321,0.0152,0.088,0.301,0.36,128.042,168374,4,"[Letra de ""Trompeta""] [Intro] Aquí nadie te ve como yo te veo No me importa el color de tu piel Si vienes a bailar yo estaré ahí Vamos a romper la disco ven acá mami (Sigue!) [Pre-Drop] Oh-oh-oh oh-oh Oh-oh-oh oh-oh Oh-oh-oh oh-oh Oh-oh-oh oh-oh [Drop] Vamos a romper la disco! Hey! Willy! Rambadambadam! [Verso] Ahora lo único que te pido es que saques tu bandera Te le digo muy rápido no estoy aquí pa romperme la cabeza Sabes que es muy bien para la mente Baila en un concepto muy simple a mi gusta rapidemente (Baby) Baby sientеs fuerte cuando digo: ""No te prеocupes"" Lo digo en francés: ""C'est la vie!"" Te sientes fuerte cuando digo: ""No te preocupes"" Lo digo en francés: ""C'est la vie!""",181AxLRTyYh9WUxEjmJt1Y
Aqua,RK,164,0.707,0.704,6,-6.524,0,0.333,0.12,5.12e-06,0.184,0.756,140.143,155400,4,"[Paroles de ""Aqua"" ft. Koba LaD] [Intro : Koba LaD &  RK ] S/o le Flem Ah-ah Shiruken Music J'suis v'nu remonter les charts je vends plus d'shit j'remercie mon bâtiment Ah-ah ah-ah [Couplet 1 : RK] Après minuit c'est les heures de pointes (Les heures de pointes) ça va sortir les armes de poing On bougeait on connaissait pas les dangers aujourd'hui c'est n'importe quoi J'suis v'nu remonter les charts je vends plus d'shit j'remercie mon bâtiment Car c'est l'un des sеuls qui m'aura fait manger (Bât') mais bon c'est une pеrte de temps j'ai ma paire de gants Big fumée nocive (Nocive) aqua dernier engin (Han) Nous on croque la vie (La vie) viens-voir la putain d'jungle (Han) Et la musique (J'vais pas t'mentir) c'était pas l'plan A (Nan) La street est sûre de moi j'suis précis comme sniper sur le toit [Pré-refrain : RK] J'ai un truc en plus qui t'fait des putains d'trous dans l'corps (Piou piou) On rentre sans faire de bruit chez toi gamin on sait qu'maman dort (On sait qu'maman dort) J'ai des gars dans l'sud si ça suffit pas j'ai des gars dans l'nord (Boum) Si tu veux on lance une guerre cousin c'est au cardio' qu'on l'emporte [Refrain : Koba LaD &  RK ] C'est faux c'qu'ils disent moi j'ai pas changé moi j'ai pas changé J'suis bloqué au feu rouge j'tape une pics avec étranger La Datejust est étanche elle j'l'ai trop ken wesh Elle j'l'ai trop baisé mais c'est elle qui m'voulait trop C'est faux c'qu'ils disent j'ai pas changé on prend des risques en vérité (Ouais) Gris nardo 4RS mon pote y a que ça qu'a changé (Ah) C'est vrai qu'j'ai l'sang chaud dans mes veines on parle pas on dégaine Re-noi babtou couleur ébène on repart avec les plus belles [Couplet 2 : Koba LaD] Les histoires de schnecks ça fait mal à la tête (La tête) ça fait mal à la tête Toujours la même chose à la fin d'la quête toujours la même boule au ventre avant tête à tête Tu peux continuer à jurer sur l'Coran d'la Mecque (L'Coran d'la Mecque) sur le Coran d'la Mecque On procède autrement si y a des contraintes on procède autrement si y a des contraintes Auto' toute la saison kichta à la maison le procureur il peut niquer sa mère 10K cellophané 20K cellophané dans ma sacoche tout est trop bien rangé Ici ça pue la merde moi aussi j'veux la vue sur la mer (Vue sur la mer) Et pour ramasser plus j'ai inversé l'soleil et la lune",48NB8xi6yLBZVFeHozM6vG
Lettre à une femme,Ninho,165,0.487,0.398,1,-9.901,0,0.0697,0.835,0.0,0.12,0.905,149.367,157766,4,"[Paroles de ""Lettre à une femme""] [Intro] Uh uh uh uh uh uh Uh uh uh uh uh uh [Couplet 1] J'pourrais t'aimer toute ma vie même si tu fais trop mal au crâne C'est comme une maladie sans vraiment savoir où j'ai mal Et tes copines veulent tout gâcher  (gâcher)  à chercher mes erreurs Et si elles arrivent à trouver  (ouais)  y aura des cris des pleurs  (hey) J'dois faire de toi ma femme j'en ai vu défiler des centaines Moi j'suis un loup du binks à mes côtés il m'faut une panthère Qui ressemble à ma mère  (eh)  à la vie à la muerte  (à la vie à la muerte) On s'oubliera peut-être par fierté [Pré-refrain 1] La reine du royaume c'est toi  (hey)  ma fille ça s'ra une princesse J'voulais juste la paix moi et ma bella dans le Classe S  (eh) Oh mi amor c'est que nous deux fuck le reste  (fuck) C'est toi la best  (ouais)  en classe affaire ici c'est trop la guerre [Refrain] À toi mon bébé à toi ma future femme y aura des trucs à respecter si tu veux qu'on y aille Jusqu'au bout je sais qu't'as kiffé j'le vois dans ton sourire  (dans ton sourire)  j'te f'rai plus jamais souffrir Et tes copines disent que c'est mort un avenir avec NI  (avec NI) Mais c'est p't-être William qui veut construire une famille Une putain d'vie d'artiste une putain d'vie de OG  (une putain d'vie de OG) Je sais qu'elle m'aime à la folie  (oui)  hey hey  (hey)",5HEtuK03ygUzqca6yfgOYZ
Dans ma tête,Mig,166,0.435,0.695,1,-7.257,1,0.271,0.32,0.0,0.174,0.64,186.966,182608,3,"[Paroles de ""Dans ma tête""] [Intro] Brr Gang (Gang) MIG Moula Boumi' MIG Moula I know you don't like to do this! Full option la voiture Gang gang Brr Full option la voiture (Gang gang) Quatre anneaux sur le capot (Quatre quatre) Gang Toujours (Gang) MIG Moula [Couplet 1] J'remonte dans la gova (Gang) j'veux gratter ma pièce À chaque fois qu'j'me déplace igo on fait pas dans l'bénévolat (Jamais) Parfois ça opère avec la violence mon assurance c'est pas ma cité (La cité) C'est pas la parole qui fait l'gravon oublie pas tes gants et tes couilles pour le plavon (Oublie pas) Toi t'es bizarre t'as hésité (T'as hésité) quand fallait l'faire on s'est pas désister (Raah) Full option la voiture quatre anneaux sur le capot (Quatre) J'tourne dans la capi' parano j'rеgarde partout comme si quelqu'un voulait ma pеau (Partout) Y a toujours des clients qui appelle (Toujours) y a toujours du jaune dans la paume (Toujours) J'les vois butiner comme des abeilles (Gang) laisse-les entre eux c'est des faux (Gang) [Refrain] Des qualités des défauts (Gang) j'ai fait des bon choix j'ai fait des fautes Plusieurs victoires quelques défaites (Gang) j'pète un joint j'pense à tout ceux qui m'déteste C'est l'bordel dans ma tête (Dans ma tête) j'fais pas la fête (Non) C'est l'bordel dans ma tête (C'est l'bordel dans ma tête) c'est l'bordel dans ma tess Des qualités des défauts (Gang) j'ai fait des bon choix j'ai fait des fautes (Gang) Plusieurs victoires quelques défaites (Gang) j'pète un joint j'pense à tout ceux qui m'déteste C'est l'bordel dans ma tête (Dans ma tête) j'fais pas la fête (Non) C'est l'bordel dans ma tête (Gang) c'est l'bordel dans ma tess [Couplet 2] J'crois qu't'as pas la bonne recette gros tu peux t'refaire sur un cinq cône (Sur un cinq) Tu peux t'refaire sur un quinze (Sur un quinze) tu peux prendre un salaire sur une passe (Brr) Deux silicones nique sa mère l'BEP mécanique ça t'laisse au sol avec des outils (Poh) Pour du cash ou bien pour des broutilles (Poh) j'les laisse s'habiller tout en Gucci (Gang gang) Ils claquent des sommes pour le paraître (Brr) on est pas pareil si t'es un peureux Si t'es un pourris on traîne pas ensemble même si t'as du wari (Jamais) on suce pas pour du papiers (nan) Nage pas où t'as pas pieds (Nage pas où t'as pas pieds) tu vas t'la manger profonde (Profonde profonde) Faut des couilles pour palper (Gang gang) t'iras pas loin si t'as peur gang (Brr)",7kkqPU6MK4JcPebaDEg9QV
Ε. Signaler,Damso,167,0.642,0.695,7,-8.972,0,0.0549,0.499,5.14e-05,0.0852,0.956,176.134,201893,4,"[Paroles de ""Ε. Signaler""] [Intro] Yeah j'l'ai signalé ouais J'l'ai signalé eh [Couplet 1] J't'invite à tout refaire comme les fesses de Kylie Jenner J'peux séparer la mer mais j'peux pas rassembler nos cœurs Dangereux délinquant ambitieux O.G Larry Hoover Bien sûr qu't'es sur la liste pour toi il n'y a plus d'videur J'fume jusqu'à plus d'gousse eh J'veux pas qu'on s'allonge j'veux qu'on couche eh Pote-ca dans la chambre dans la douche Crie pas j'suis sur écoute  faut pas semer de doutes y a pas qu'toi sur ma route Non j'veux pas d'sentiment pour moi c'est trop la loose J'deviens incontinent quand tu parles d'amour Tu viens d'mon continent ouais si j'en crois ton boule J'te ferai plus d'compliments j'vois qu'tu casses déjà les couilles [Pont] J't'ai vue sur les réseaux j't'ai signalée J'ai vu ton boule sur les réseaux j'l'ai signalé [Refrain] J't'emmènerai sur la Lune dès qu'j'termine de faire ma thune Des maîtresses j'en ai pas qu'une donc attends qu'j'te fasse signe Tout seul dans ma bulle solitaire ma seule lacune Rien ne sert d'avoir rancune donc attends qu'j'te fasse signe Laisse-moi juste une dernière chance j'te ferai tout oublier diamants sur collier Accorde-moi juste une dernière danse te voir te dandiner  remplir les pointillés J't'emmènerai sur la Lune dès qu'j'termine de faire ma thune Des maîtresses j'en ai pas qu'une donc attends qu'j'te fasse signe Tout seul dans ma bulle solitaire ma seule lacune Rien ne sert d'avoir rancune donc attends qu'j'te fasse signe (Oh oh oh oh) J'l'ai signalé (Oh oh oh oh) J'l'ai signalé",0z0izoGFPCoPJKFi41azyb
Galatée,Nekfeu,168,0.726,0.757,5,-6.997,0,0.41,0.38,0.0,0.14,0.706,93.565,234200,4,"[Paroles de ""Galatée""] [Intro] Nanana nana Nanana Nanana (Yeah) Nanana Nanana nana Qu'est-ce qu'elle fout ? [Refrain] Le café vient de fermer mais j'suis devant j'reste Quelle idée d'aimer une femme à l'humeur vengeresse ? La dernière fois j't'ai mis un plan pas d'quoi péter un plomb Mais tu viens d'une ville dangereuse qui te vend l'stress [Couplet 1] Je serai fair-play si je feins d'être énervé c'est pour te faire plaisir et je me pencherai me moquant de ton air boudeur Pour m'emmerder t'allumeras un joint d'herbe ou deux Tu joueras l'insoumise mais tes mots m'affectent pas J'obtiendrai ton sourire le seul témoin d'ma victoire Je tiendrai tes oreilles pour les empêcher d'se sauver J'te dirai : ""y a d'la meuf dans cette soirée"" mais moi j'ai vu qu'toi (toi) [Pont 1] Ton corps dans ma rétine c'est sensoriel Sincèrement elle pourra pas nous essorer la routine En face de moi y a des types fonce-dé en bas du bloc Mais je pense à tes p'tites fossettes en bas du dos Calcule pas tous ces types fonce-dé en bas du bloc Mais je pincerai tes p'tites fossettes en bas du dos",476Nn5jU0ua9JnrAZcn6Fl
Jamais fini,Mig,169,0.603,0.736,11,-6.234,0,0.238,0.399,0.0,0.152,0.47,191.97,141818,4,"[Paroles de ""Jamais fini""] [Intro] Boumi' I know you don't like to do this! [Couplet 1] J'aime bien comment elle est son caractère elle s'laisse pas faire Quand y a un truc qui va pas elle le dit elle va pas l'cacher J'crois qu'elle m'fait confiance elle m'dit plein d'trucs sur son passé J'ai toutes les cartes entre mes mains faudra pas tout gâcher Je sais pas si je t'aime mais j'peux pas t'laisser partir T'aimerais bien que j'quitte la zone que j'quittе le quartier T'es pas vraimеnt d'accord sur le fait que je sois un artiste Autour de moi y a plein d'filles rassure-toi sois pas triste Toi tu m'connais bien au fond tu sais comment je suis J'espère que tu vas m'suivre si on doit s'en aller d'ici Au début t'étais difficile j'ai capté qu'c'était différent J'te regarde au feu rouge j'ai l'sourire t'es trop belle [Pré-refrain] T'es trop belle t'es trop fraîche j'veux pas t'voir avec un autre Tu m'prends la tête t'es parano mais on s'comprend sans dire un mot T'es trop belle t'es trop fraîche j'veux pas t'voir avec un autre On s'comprend sans dire un mot mais quand tu sors j'suis parano [Refrain] Quand tu sors j'suis parano toi t'aimes pas quand j'suis dehors On fait que d'se prendre la tête laisse tomber Je sais qu'pour moi t'as pleuré je sais qu'pour moi tu t'es inquiétée Quand j'me suis fait péter par les condés (Gang gang) Nous deux c'est jamais fini j'ai besoin d'toi à mes côtés Nous deux c'est jamais fini j'ai besoin d'toi à mes côtés [Couplet 2] Peut-être qu'un jour ça va finir (Ça va finir) peut-être qu'un jour on va s'unir En tout cas j'en garderai des bons souvenirs j'nous souhaite un bel avenir Écoute pas ta copine elle va tout faire pour nous freiner J'suis dans un gros bolide j'ai passé ma journée à traîner Avec le temps j'ai commencé à t'aimer avec le temps j'ai compris qu'aimer ça fait pas tout Laisse-moi te dire pardon pour toutes les fois où j't'ai fait mal Laisse-moi te dire que y a que toi qui m'remonte le moral T'es trop belle t'es trop fraîche j'veux pas t'voir avec un autre On s'comprend sans dire un mot mais quand tu sors j'suis parano [Pré-refrain] T'es trop belle t'es trop fraîche j'veux pas t'voir avec un autre Tu m'prends la tête t'es parano mais on s'comprend sans dire un mot T'es trop belle t'es trop fraîche j'veux pas t'voir avec un autre On s'comprend sans dire un mot mais quand tu sors j'suis parano",75lUl0IK1bGTtnIdk05Lwz
